"","X","year_ceremony","category","film","winner","year","genre1","genre2","genre3","rating","gross","runtime"
"1120","1571",2019,"WRITING","A Star Is Born","False",2018,"Drama","Music","Romance",7.6,"215288866",136
"1121","1572",2019,"WRITING","The Favourite","False",2018,"Biography","Comedy","Drama",7.5,"34366783",119
"1122","1574",2019,"WRITING","First Reformed","False",2017,"Drama","Mystery","Thriller",7.1,"3448256",113
"1123","1576",2019,"WRITING","Green Book","True",2018,"Biography","Comedy","Drama",8.2,"85080171",130
"1124","1577",2019,"WRITING","Vice","False",2018,"Biography","Comedy","Drama",7.2,"47836282",132
"1125","238",2019,"WRITING","Roma","False",2018,"Drama",NA,NA,NA,"1.5e+07",135
"1126","1578",2020,"ANIMATED FEATURE FILM","How to Train Your Dragon: The Hidden World","False",2019,"Animation","Action","Adventure",7.4,"160799505",104
"1127","1583",2020,"ANIMATED FEATURE FILM","I Lost My Body","False",2019,"Animation","Drama","Fantasy",7.5,NA,81
"1128","1586",2020,"ANIMATED FEATURE FILM","Klaus","False",2019,"Animation","Adventure","Comedy",8.2,NA,96
"1129","1590",2020,"ANIMATED FEATURE FILM","Missing Link","False",2019,"Animation","Adventure","Comedy",6.7,"16649539",93
"1130","1594",2020,"ANIMATED FEATURE FILM","Toy Story 4","True",2019,"Animation","Adventure","Comedy",7.7,"434038008",100
"1131","1601",2020,"BEST PICTURE","Ford v Ferrari","False",2019,"Action","Biography","Drama",8.1,"117624028",152
"1132","1604",2020,"BEST PICTURE","The Irishman","False",2019,"Biography","Crime","Drama",7.8,"7e+06",209
"1133","1606",2020,"BEST PICTURE","Jojo Rabbit","False",2019,"Comedy","Drama","War",7.9,"33370906",108
"1134","1607",2020,"BEST PICTURE","Joker","False",2019,"Crime","Drama","Thriller",8.4,"335451311",122
"1135","1609",2020,"BEST PICTURE","Little Women","False",2018,"Drama","Family",NA,5.3,"1379357",112
"1136","1610",2020,"BEST PICTURE","Little Women","False",2019,"Drama","Romance",NA,7.8,"108101214",135
"1137","1611",2020,"BEST PICTURE","Marriage Story","False",2019,"Drama","Romance",NA,7.9,"2e+06",137
"1138","1612",2020,"BEST PICTURE","1917","False",2019,"Action","Drama","War",8.2,"159227644",119
"1139","1614",2020,"BEST PICTURE","Parasite","True",2019,"Drama","Thriller",NA,8.5,"53367844",132
"1140","793",2020,"BEST PICTURE","Once upon a Time...in Hollywood","False",NA,NA,NA,NA,NA,NA,NA
"1141","1598",2020,"INTERNATIONAL FEATURE FILM","Les Misérables","False",2019,"Crime","Drama","Thriller",7.6,NA,104
"1142","1600",2020,"INTERNATIONAL FEATURE FILM","Parasite","True",2019,"Drama","Thriller",NA,8.5,"53367844",132
"1143","2391",2020,"INTERNATIONAL FEATURE FILM","Honeyland","False",2019,"Documentary",NA,NA,NA,NA,85
"1144","240",2020,"INTERNATIONAL FEATURE FILM","Pain and Glory","False",2019,"Drama",NA,NA,NA,"10769016",114
"1145","784",2020,"INTERNATIONAL FEATURE FILM","Corpus Christi","False",NA,NA,NA,NA,NA,NA,NA
"1146","1615",2020,"WRITING","The Irishman","False",2019,"Biography","Crime","Drama",7.8,"7e+06",209
"1147","1617",2020,"WRITING","Jojo Rabbit","True",2019,"Comedy","Drama","War",7.9,"33370906",108
"1148","1618",2020,"WRITING","Joker","False",2019,"Crime","Drama","Thriller",8.4,"335451311",122
"1149","1620",2020,"WRITING","Little Women","False",2018,"Drama","Family",NA,5.3,"1379357",112
"1150","1621",2020,"WRITING","Little Women","False",2019,"Drama","Romance",NA,7.8,"108101214",135
"1151","1622",2020,"WRITING","The Two Popes","False",2019,"Biography","Comedy","Drama",7.6,NA,125
"1152","1623",2020,"WRITING","Knives Out","False",2019,"Comedy","Crime","Drama",7.9,"165359751",130
"1153","1626",2020,"WRITING","Marriage Story","False",2019,"Drama","Romance",NA,7.9,"2e+06",137
"1154","1627",2020,"WRITING","1917","False",2019,"Action","Drama","War",8.2,"159227644",119
"1155","1629",2020,"WRITING","Parasite","True",2019,"Drama","Thriller",NA,8.5,"53367844",132
"1156","802",2020,"WRITING","Once upon a Time...in Hollywood","False",NA,NA,NA,NA,NA,NA,NA
"1157","1630",2021,"ANIMATED FEATURE FILM","Onward","False",2020,"Animation","Adventure","Comedy",7.4,"61555145",102
"1158","1634",2021,"ANIMATED FEATURE FILM","Over the Moon","False",2020,"Animation","Adventure","Comedy",6.3,NA,95
"1159","1639",2021,"ANIMATED FEATURE FILM","A Shaun the Sheep Movie: Farmageddon","False",2019,"Animation","Adventure","Comedy",6.8,"47800000",86
"1160","1644",2021,"ANIMATED FEATURE FILM","Soul","True",2020,"Animation","Adventure","Comedy",8,"121000000",100
"1161","1648",2021,"ANIMATED FEATURE FILM","Wolfwalkers","False",2020,"Animation","Action","Adventure",8,NA,103
"1162","1659",2021,"BEST PICTURE","The Father","False",2020,"Drama","Mystery",NA,8.2,NA,97
"1163","1660",2021,"BEST PICTURE","Mank","False",2020,"Biography","Comedy","Drama",6.8,NA,131
"1164","1661",2021,"BEST PICTURE","Promising Young Woman","False",2020,"Crime","Drama","Mystery",7.5,NA,113
"1165","1664",2021,"BEST PICTURE","The Trial of the Chicago 7","False",2020,"Drama","History","Thriller",7.7,NA,129
"1166","242",2021,"BEST PICTURE","Minari","False",2020,"Drama",NA,NA,NA,NA,115
"1167","243",2021,"BEST PICTURE","Sound of Metal","False",2020,"Drama",NA,NA,7.8,"516520",130
"1168","8310",2021,"BEST PICTURE","Judas and the Black Messiah","False",2021,"Biography","Crime","Drama",7.4,"7400000",126
"1169","847",2021,"BEST PICTURE","Nomadland","True",2020,"Drama",NA,NA,7.2,"39500000",108
"1170","1654",2021,"INTERNATIONAL FEATURE FILM","Better Days","False",2019,"Crime","Drama","Romance",7.5,NA,135
"1171","1657",2021,"INTERNATIONAL FEATURE FILM","Quo Vadis, Aida?","False",2020,"Drama","History","War",8,NA,101
"1172","2411",2021,"INTERNATIONAL FEATURE FILM","Collective","False",2020,"Documentary",NA,NA,NA,NA,109
"1173","815",2021,"INTERNATIONAL FEATURE FILM","Another Round","True",2020,"Comedy","Drama",NA,21700000,"7.5",115
"1174","821",2021,"INTERNATIONAL FEATURE FILM","The Man Who Sold His Skin","False",NA,NA,NA,NA,NA,NA,NA
"1175","1666",2021,"WRITING","The Father","True",2020,"Drama","Mystery",NA,8.2,"28400000",97
"1176","1667",2021,"WRITING","Promising Young Woman","True",2020,"Crime","Drama","Mystery",7.5,"18900000",113
"1177","1670",2021,"WRITING","The Trial of the Chicago 7","False",2020,"Drama","History","Thriller",7.7,NA,129
"1178","2441",2021,"WRITING","Minari","False",2020,"Drama",NA,NA,NA,NA,115
"1179","2451",2021,"WRITING","Sound of Metal","False",2020,"Drama",NA,NA,NA,NA,130
"1180","853",2021,"WRITING","Borat Subsequent Moviefilm: Delivery of Prodigious Bribe to American Regime for Make Benefit Once Glorious Nation of Kazakhstan","False",NA,NA,NA,NA,NA,NA,NA
"1181","863",2021,"WRITING","Nomadland","False",NA,NA,NA,NA,NA,NA,NA
"1182","874",2021,"WRITING","One Night in Miami...","False",2020,"Drama",NA,NA,7.1,"13000000",114
"1183","882",2021,"WRITING","The White Tiger","False",2021,"Comedy","Drama",NA,6.7,"3427641",131
"1184","894",2021,"WRITING","Judas and the Black Messiah","False",2021,"Biography","Crime","Drama",7.4,"7400000",126
"1185","1672",2022,"ANIMATED FEATURE FILM","Encanto","True",2021,"Animation","Comedy","Family",7.2,"96093622",102
"1186","1675",2022,"ANIMATED FEATURE FILM","Luca","False",2021,"Animation","Adventure","Comedy",7.4,"49800000",95
"1187","1677",2022,"ANIMATED FEATURE FILM","Luca","False",2020,"Crime","Drama","Thriller",7,"49800000",104
"1188","1681",2022,"ANIMATED FEATURE FILM","Raya and the Last Dragon","False",2021,"Animation","Action","Adventure",7.3,"54723032",107
"1189","1683",2022,"ANIMATED FEATURE FILM","Raya and the Last Dragon","False",2021,"Animation","Action","Adventure",7.3,"54723032",107
"1190","902",2022,"ANIMATED FEATURE FILM","Flee","False",2021,"Animation","Document",NA,7.5,"755053",89
"1191","913",2022,"ANIMATED FEATURE FILM","The Mitchells vs. the Machines","False",2021,"Animation",NA,NA,7.6,"110000000",114
"1192","1687",2022,"BEST PICTURE","Belfast","False",2021,"Biography","Drama",NA,7.3,"49000000",98
"1193","1688",2022,"BEST PICTURE","Don't Look Up","False",2021,"Comedy","Drama","Sci-Fi",7.2,"791863",138
"1194","1689",2022,"BEST PICTURE","Dune","False",2021,"Action","Adventure","Drama",8,"108327830",155
"1195","1692",2022,"BEST PICTURE","King Richard","False",2021,"Biography","Drama","Sport",7.5,"27700000",144
"1196","1694",2022,"BEST PICTURE","Licorice Pizza","False",2021,"Comedy","Drama","Romance",7.2,"27700000",133
"1197","1695",2022,"BEST PICTURE","Nightmare Alley","False",2021,"Crime","Drama","Thriller",7,"39600000",150
"1198","1697",2022,"BEST PICTURE","The Power of the Dog","False",2021,"Drama","Romance","Western",6.8,"417022",126
"1199","1698",2022,"BEST PICTURE","West Side Story","False",2021,"Crime","Drama","Musical",7.2,"76000000",156
"1200","953",2022,"BEST PICTURE","CODA","True",2021,"Drama","Romance",NA,6.9,"1900000",112
"1201","961",2022,"BEST PICTURE","Drive My Car","False",2021,"Drama",NA,NA,6.9,"15400000",89
"1202","1686",2022,"INTERNATIONAL FEATURE FILM","The Worst Person in the World","False",2021,"Comedy","Drama","Romance",7.8,"12700000",128
"1203","2461",2022,"INTERNATIONAL FEATURE FILM","Lunana: A Yak in the Classroom","False",2020,"Drama",NA,NA,7.4,"1975298",109
"1204","921",2022,"INTERNATIONAL FEATURE FILM","Drive My Car","True",2021,"Drama",NA,NA,6.9,"15400000",179
"1205","933",2022,"INTERNATIONAL FEATURE FILM","Flee","False",2021,"Animation","Document",NA,7.5,"755053",89
"1206","1700",2022,"WRITING","Dune","False",2021,"Action","Adventure","Drama",8,"108327830",155
"1207","1703",2022,"WRITING","The Power of the Dog","False",2021,"Drama","Romance","Western",6.8,"417022",126
"1208","1704",2022,"WRITING","Belfast","True",2021,"Biography","Drama",NA,7.3,"49000000",98
"1209","1705",2022,"WRITING","Don't Look Up","False",2021,"Comedy","Drama","Sci-Fi",7.2,"791863",138
"1210","1706",2022,"WRITING","King Richard","False",2021,"Biography","Drama","Sport",7.5,"27700000",144
"1211","1708",2022,"WRITING","Licorice Pizza","False",2021,"Comedy","Drama","Romance",7.2,"27700000",133
"1212","1709",2022,"WRITING","The Worst Person in the World","False",2021,"Comedy","Drama","Romance",7.8,"12700000",128
"1213","972",2022,"WRITING","CODA","True",2021,"Drama","Romance",NA,6.9,"1900000",112
"1214","981",2022,"WRITING","Drive My Car","False",2021,"Drama",NA,NA,6.9,"15400000 ",179
"1215","992",2022,"WRITING","The Lost Daughter","False",2021,"622635",NA,NA,6.1,"622635",127
"1216","1710",2023,"ANIMATED FEATURE FILM","Guillermo del Toro's Pinocchio","True",2022,"Animation","Drama","Family",7.6,"108967",117
"1217","1713",2023,"ANIMATED FEATURE FILM","Marcel the Shell with Shoes On","False",2021,"Animation","Comedy","Drama",7.7,"5792525",90
"1218","1714",2023,"ANIMATED FEATURE FILM","Marcel the Shell with Shoes On","False",2021,"Animation","Comedy","Drama",7.8,"5792525",90
"1219","1716",2023,"ANIMATED FEATURE FILM","Puss in Boots: The Last Wish","False",2022,"Animation","Adventure","Comedy",7.9,"938 000",102
"1220","1717",2023,"ANIMATED FEATURE FILM","Puss in Boots: The Last Wish","False",2022,"Animation","Adventure","Comedy",7.9,"168464485",102
"1221","1722",2023,"ANIMATED FEATURE FILM","The Sea Beast","False",2022,"Animation","Adventure","Comedy",7.1,"938 000",115
"1222","1723",2023,"ANIMATED FEATURE FILM","The Sea Beast","False",2022,"Animation","Adventure","Comedy",7,"938 000",115
"1223","1726",2023,"ANIMATED FEATURE FILM","Turning Red","False",2022,"Animation","Adventure","Comedy",7,"20100000",100
"1224","1735",2023,"BEST PICTURE","All Quiet on the Western Front","False",2022,"Action","Drama","War",7.8,"3000000",148
"1225","1737",2023,"BEST PICTURE","Avatar: The Way of Water","False",2022,"Action","Adventure","Fantasy",7.8,"2320000000",192
"1226","1741",2023,"BEST PICTURE","Elvis","False",2022,"Biography","Drama","Music",7.3,"151040048",159
"1227","1742",2023,"BEST PICTURE","Everything Everywhere All at Once","True",2022,"Action","Adventure","Comedy",8,"141000000",139
"1228","1746",2023,"BEST PICTURE","Top Gun: Maverick","False",2022,"Action","Drama",NA,8.3,NA,130
"1229","1031",2023,"BEST PICTURE","The Banshees of Inisherin","False",NA,NA,NA,NA,NA,NA,NA
"1230","1043",2023,"BEST PICTURE","The Fabelmans","False",NA,NA,NA,NA,NA,NA,NA
"1231","1051",2023,"BEST PICTURE","Tár","False",2022,"Drama",NA,NA,7.5,"28800000",158
"1232","1064",2023,"BEST PICTURE","Triangle of Sadness","False",2022,"Comedy","Drama",NA,7,"25600000",158
"1233","1074",2023,"BEST PICTURE","Women Talking","False",2022,"Drama",NA,NA,6.4,"9000000",104
"1234","1730",2023,"INTERNATIONAL FEATURE FILM","All Quiet on the Western Front","True",2022,"Action","Drama","War",7.8,"3000000",148
"1235","1732",2023,"INTERNATIONAL FEATURE FILM","Argentina, 1985","False",2022,"Biography","Crime","Drama",7.6,"905893",140
"1236","1001",2023,"INTERNATIONAL FEATURE FILM","Close","False",NA,"Drama",NA,NA,7.7,"5000000",105
"1237","10110",2023,"INTERNATIONAL FEATURE FILM","EO","False",2022,"Drama",NA,NA,6.8,"2300000",86
"1238","1022",2023,"INTERNATIONAL FEATURE FILM","The Quiet Girl","False",2022,"Drama",NA,NA,7.7,NA,96
"1239","1747",2023,"WRITING","All Quiet on the Western Front","False",2022,"Action","Drama","War",7.8,"3000000",148
"1240","1749",2023,"WRITING","Top Gun: Maverick","False",2022,"Action","Drama",NA,8.3,"1493000000",130
"1241","1750",2023,"WRITING","Everything Everywhere All at Once","True",2022,"Action","Adventure","Comedy",8,"141000000",139
"1242","1084",2023,"WRITING","Glass Onion: A Knives Out Mystery","False",2022,"Crime","Comedy","Drama",6.6,"15000000",139
"1243","1094",2023,"WRITING","Living","False",2022,"Drama",NA,NA,6.8,"12100000",102
"1244","1108",2023,"WRITING","Women Talking","True",2022,"drama",NA,NA,6.4,"9000000",104
"1245","1115",2023,"WRITING","The Banshees of Inisherin","False",2022,"Comedy","Drama",NA,7.7,"50300000",114
"1246","1122",2023,"WRITING","The Fabelmans","False",2022,"Drama",NA,NA,7.5,"45500000",151
"1247","1133",2023,"WRITING","Tár","False",2022,"Drama",NA,NA,7.5,"28800000",158
"1248","1141",2023,"WRITING","Triangle of Sadness","False",2022,"Comedy","Drama",NA,7,"25600000",147
