id,name,followers,genres,popularity,realted_artists_id
6gD18BNuNZmMMbqrioH20H,Dret & Krulle,2190,dutch hip hop,5,7EiPZFDrVMi9MjYXP4l8Jc; 1W4O1UxWetSz00CiAu01zf; 40KQ1ApysNqONWl1pdL4NW; 6csZsTGgzYXAlEAoERKo4s; 3NGONi5kwXaIZBCfZOqS1r; 0w8HhtFVgF0tqeiFGFRaiZ; 3I9goDgXPaQo9rcHLVQtkw; 7ge3QfYPMTjDbMoVLuuIuJ; 74Muw2FSN8BK2mMbh2gfZM; 41xyLsOn9VzS1GfAAUdLem; 15cp217nCdrUbiZ2m7wyAb; 72iS8ZcJzdBk2NKOZgeVPg; 76IVtG18T3TzA5uO4xlmYs; 4sf0XtUsKwVtg6YK72Dx2C; 3E14vOxwqV6NWCeaLa9GtJ; 6RQVbkxQcRhkvDEtOUc3Pn; 5m1cLmgZIfEYPLejhLFR10; 6NH3sgi60QCYTtKPFCWLxD; 2itHVhH84RBGG9RsKyj5Yz; 2YjydjpJfm9VAtiV0XRmkm
4sf0XtUsKwVtg6YK72Dx2C,Steen,33637,dutch hip hop,49,3NGONi5kwXaIZBCfZOqS1r; 6RQVbkxQcRhkvDEtOUc3Pn; 0lYZJXC0yZWGt1HdzZUd7L; 5m1cLmgZIfEYPLejhLFR10; 7ge3QfYPMTjDbMoVLuuIuJ; 0w8HhtFVgF0tqeiFGFRaiZ; 23951Pg9PiLB8Uza3k12g6; 72iS8ZcJzdBk2NKOZgeVPg; 2YjydjpJfm9VAtiV0XRmkm; 09gOcLZudlwA8x9nBQNh0i; 5cMMheSnLhCt0YdwFkp3R9; 2deAwJr19wfxpqJ5duZyk1; 3B1Z5CuKo6kA4NzitgWwWV; 15cp217nCdrUbiZ2m7wyAb; 0DnbOatBnP7UDkeiQACgxd; 28vr2serZZW0HfUHTke4Ic; 0FWWBkIJD4tvlDzB4O8XT7; 5yDkaiPTFbHGWCMXAEBt5Q; 60ZdAAu7RoPOUSGWLsnMal; 5Juc1GcWu8rLurZkJLIO3k
1pl6zHy7TssEvPr4d6hMgK,Flinke Namen,16320,dutch hip hop,33,3B1Z5CuKo6kA4NzitgWwWV; 0w8HhtFVgF0tqeiFGFRaiZ; 3NGONi5kwXaIZBCfZOqS1r; 2YjydjpJfm9VAtiV0XRmkm; 23951Pg9PiLB8Uza3k12g6; 7cL6ZaJzLj5pFUF5iQbzDz; 5cMMheSnLhCt0YdwFkp3R9; 1VcWBBXrRinwtVyU7oSsc5; 4sf0XtUsKwVtg6YK72Dx2C; 4XQhU3S4TyPkiPIsSu2hmA; 72iS8ZcJzdBk2NKOZgeVPg; 2deAwJr19wfxpqJ5duZyk1; 15cp217nCdrUbiZ2m7wyAb; 330Gb3dpmDB19AWGDggF24; 6RQVbkxQcRhkvDEtOUc3Pn; 5m1cLmgZIfEYPLejhLFR10; 0FWWBkIJD4tvlDzB4O8XT7; 5yDkaiPTFbHGWCMXAEBt5Q; 7ge3QfYPMTjDbMoVLuuIuJ; 3tSNYodPp4woMbWy6XZQG0
0IId5Ktyl22C7W9PtisEXD,FeestDJRuud,23468,carnaval,46,3zN0UC4AHTKnAtOw2Lkecg; 4lvWwzlEM98mFG0Uakl5qb; 5yDkaiPTFbHGWCMXAEBt5Q; 0wBzidLaREzN3M2UrjwbnR; 5AvkVClT6JuPL4LFy7liYN; 3fUb97KMK2mirr4PQrYKVX; 29S7SlFruwYGMqlUCadTCj; 4y6ycmATEW4V7Ce0Dv0Hs4; 7kwFolrZDvZsricBcVuNL0; 551ZoX3knGOBIB6HrPPgq2; 1N7uYpBFTTOHK9pJVRjR36; 0zigCF2JqtQSt3ghkdxmfv; 2dQgOfBP52UwjegY8FwJAY; 2M717qAgBno0FPwaqATJ33; 5tMfUENfirR5MQb7vgkhzG; 0KpEX9Hb9jJaxSEgDRMLbM; 5zViDsu1QEY5DZ4QefVjjD; 0Mw807WhdUetNZImyG6vQx; 5quv5QEyL2XAloebaau69m; 23951Pg9PiLB8Uza3k12g6
0w8HhtFVgF0tqeiFGFRaiZ,Zwart Licht,14485,dutch hip hop,25,3NGONi5kwXaIZBCfZOqS1r; 7cL6ZaJzLj5pFUF5iQbzDz; 72iS8ZcJzdBk2NKOZgeVPg; 2deAwJr19wfxpqJ5duZyk1; 2itHVhH84RBGG9RsKyj5Yz; 6RQVbkxQcRhkvDEtOUc3Pn; 5cMMheSnLhCt0YdwFkp3R9; 15cp217nCdrUbiZ2m7wyAb; 60ZdAAu7RoPOUSGWLsnMal; 330Gb3dpmDB19AWGDggF24; 1m5UwtiH31Zjg17jP6ps88; 74Muw2FSN8BK2mMbh2gfZM; 4u6gMJfErd9CjF0IyNdhjF; 3I9goDgXPaQo9rcHLVQtkw; 4sf0XtUsKwVtg6YK72Dx2C; 1pl6zHy7TssEvPr4d6hMgK; 5m1cLmgZIfEYPLejhLFR10; 3B1Z5CuKo6kA4NzitgWwWV; 1VcWBBXrRinwtVyU7oSsc5; 3evPnx06muDkZD3j1m1QZp
2YjydjpJfm9VAtiV0XRmkm,Sjaak,41645,dutch hip hop,52,3B1Z5CuKo6kA4NzitgWwWV; 0FWWBkIJD4tvlDzB4O8XT7; 3E14vOxwqV6NWCeaLa9GtJ; 5cMMheSnLhCt0YdwFkp3R9; 0w8HhtFVgF0tqeiFGFRaiZ; 5m1cLmgZIfEYPLejhLFR10; 1pl6zHy7TssEvPr4d6hMgK; 4sf0XtUsKwVtg6YK72Dx2C; 23951Pg9PiLB8Uza3k12g6; 7ge3QfYPMTjDbMoVLuuIuJ; 0DnbOatBnP7UDkeiQACgxd; 5yDkaiPTFbHGWCMXAEBt5Q; 5I2d294l90n7EMWVNUZczE; 1W4O1UxWetSz00CiAu01zf; 2deAwJr19wfxpqJ5duZyk1; 15cp217nCdrUbiZ2m7wyAb; 6csZsTGgzYXAlEAoERKo4s; 6RQVbkxQcRhkvDEtOUc3Pn; 61NnMiAXGKbPGObTEwcssj; 0lYZJXC0yZWGt1HdzZUd7L
4XQhU3S4TyPkiPIsSu2hmA,Diggy Dex,74800,dutch hip hop; dutch pop; dutch rock; nederreggae,54,3B1Z5CuKo6kA4NzitgWwWV; 5yDkaiPTFbHGWCMXAEBt5Q; 2deAwJr19wfxpqJ5duZyk1; 23951Pg9PiLB8Uza3k12g6; 5m1cLmgZIfEYPLejhLFR10; 6kBlEsdNeNW2qnmW56xDhx; 5I2d294l90n7EMWVNUZczE; 5cMMheSnLhCt0YdwFkp3R9; 6LfIVTnSSc9zNqjpfVPs1w; 2YjydjpJfm9VAtiV0XRmkm; 0lYZJXC0yZWGt1HdzZUd7L; 0DnbOatBnP7UDkeiQACgxd; 1u7uShzlA1tXJeox3jMFPq; 1VcWBBXrRinwtVyU7oSsc5; 0w8HhtFVgF0tqeiFGFRaiZ; 74Muw2FSN8BK2mMbh2gfZM; 3NGONi5kwXaIZBCfZOqS1r; 5AvkVClT6JuPL4LFy7liYN; 1pl6zHy7TssEvPr4d6hMgK; 2itHVhH84RBGG9RsKyj5Yz
6csZsTGgzYXAlEAoERKo4s,Kleine Viezerik,13526,dutch hip hop,31,3E14vOxwqV6NWCeaLa9GtJ; 15cp217nCdrUbiZ2m7wyAb; 7ge3QfYPMTjDbMoVLuuIuJ; 0w8HhtFVgF0tqeiFGFRaiZ; 0FWWBkIJD4tvlDzB4O8XT7; 1W4O1UxWetSz00CiAu01zf; 72iS8ZcJzdBk2NKOZgeVPg; 2CiOpBO55td0YHJVZYT2KW; 5m1cLmgZIfEYPLejhLFR10; 5erZiBCKPxe9FaTiXHO00m; 2YjydjpJfm9VAtiV0XRmkm; 3NGONi5kwXaIZBCfZOqS1r; 5cMMheSnLhCt0YdwFkp3R9; 3iPRyEwKWTfDVgwUKL4X1p; 6RQVbkxQcRhkvDEtOUc3Pn; 6efCQuDQBuyuv2Mx3OExdV; 61NnMiAXGKbPGObTEwcssj; 2deAwJr19wfxpqJ5duZyk1; 60ZdAAu7RoPOUSGWLsnMal; 1pl6zHy7TssEvPr4d6hMgK
3NGONi5kwXaIZBCfZOqS1r,Fakkelbrigade,10386,dutch hip hop,27,0w8HhtFVgF0tqeiFGFRaiZ; 2itHVhH84RBGG9RsKyj5Yz; 7cL6ZaJzLj5pFUF5iQbzDz; 6RQVbkxQcRhkvDEtOUc3Pn; 72iS8ZcJzdBk2NKOZgeVPg; 330Gb3dpmDB19AWGDggF24; 3evPnx06muDkZD3j1m1QZp; 60ZdAAu7RoPOUSGWLsnMal; 74Muw2FSN8BK2mMbh2gfZM; 4u6gMJfErd9CjF0IyNdhjF; 2deAwJr19wfxpqJ5duZyk1; 0DnbOatBnP7UDkeiQACgxd; 3I9goDgXPaQo9rcHLVQtkw; 1m5UwtiH31Zjg17jP6ps88; 4sf0XtUsKwVtg6YK72Dx2C; 1VcWBBXrRinwtVyU7oSsc5; 0lYZJXC0yZWGt1HdzZUd7L; 15cp217nCdrUbiZ2m7wyAb; 3B1Z5CuKo6kA4NzitgWwWV; 1pl6zHy7TssEvPr4d6hMgK
15cp217nCdrUbiZ2m7wyAb,U-niq,8477,dutch hip hop,29,0w8HhtFVgF0tqeiFGFRaiZ; 3NGONi5kwXaIZBCfZOqS1r; 7cL6ZaJzLj5pFUF5iQbzDz; 3E14vOxwqV6NWCeaLa9GtJ; 6csZsTGgzYXAlEAoERKo4s; 6RQVbkxQcRhkvDEtOUc3Pn; 72iS8ZcJzdBk2NKOZgeVPg; 330Gb3dpmDB19AWGDggF24; 7ge3QfYPMTjDbMoVLuuIuJ; 60ZdAAu7RoPOUSGWLsnMal; 5m1cLmgZIfEYPLejhLFR10; 5cMMheSnLhCt0YdwFkp3R9; 61NnMiAXGKbPGObTEwcssj; 2deAwJr19wfxpqJ5duZyk1; 4sf0XtUsKwVtg6YK72Dx2C; 3I9goDgXPaQo9rcHLVQtkw; 4u6gMJfErd9CjF0IyNdhjF; 2itHVhH84RBGG9RsKyj5Yz; 0DnbOatBnP7UDkeiQACgxd; 1VcWBBXrRinwtVyU7oSsc5
3BIY6gCmugR5fIyHsi1ll3,Sheo,32189,polish viral rap,37,2g6tyTZVbZ8G2XfcTGTCwQ; 2HRF1rQF94wr5xbwQmPfg8; 3AeTsOmzabY14H4elo2D6u; 77ie7EUxZYh8rjBIUC76S1; 7qMdc20UAzVsmFUfn8eURM; 6319D09erMRIrr8bl6ZAHC; 3jIcoQOjdcGJUGGZ2HdaMV; 22vNmdxHUCkVtZVFbsbo1X; 7u6cHhvyvzL3vznudktX8y; 25VQoQjQO3uv5lENJJ98ck; 66NiiFgb74HLBN1A5ylO5t; 7egWEngvdrYcTAJ6OTurlj; 1FIoGhkDJAWOqXT1I85GRC; 2YeSzOMpayrYrNgxy8gP8F; 1kolB6vuaI8RYAhfPRperB; 4tZpdFSfE7mkuwlWM2Y5f3; 6m6zERDcqgSxVRVs7AmjmR; 1KoIf5DUkzaITPCCKAhgKe; 6EI342ilis5RrWel3m11Cw; 2GbMYzKCg4XdOfk8jhb23X
1kolB6vuaI8RYAhfPRperB,Stuu,50258,,21,3AeTsOmzabY14H4elo2D6u; 0zzP72k8pbLySGH1TPUZW8; 3jIcoQOjdcGJUGGZ2HdaMV; 1HEPrPzuI6S1ma0tkRF01k; 25VQoQjQO3uv5lENJJ98ck; 1KoIf5DUkzaITPCCKAhgKe; 6319D09erMRIrr8bl6ZAHC; 6K02Q2fEVl7WMmMqN85tIc; 7egWEngvdrYcTAJ6OTurlj; 77ie7EUxZYh8rjBIUC76S1; 3BIY6gCmugR5fIyHsi1ll3; 66NiiFgb74HLBN1A5ylO5t; 0VUlnAhTYKhZxDPMl25HRD; 7qMdc20UAzVsmFUfn8eURM; 4rneSQYWhgIT9pMX2NwpeM; 1FIoGhkDJAWOqXT1I85GRC; 3q6bR2xzfGTyNtHakqLOPm; 2nW8aOsWB893an3TSdMCVh; 4lS1f07YGBEKA9ai638UbU; 4tZpdFSfE7mkuwlWM2Y5f3
2g6tyTZVbZ8G2XfcTGTCwQ,Patrycja Mo³czanow,52040,polish viral rap,40,2HRF1rQF94wr5xbwQmPfg8; 3BIY6gCmugR5fIyHsi1ll3; 3AeTsOmzabY14H4elo2D6u; 77ie7EUxZYh8rjBIUC76S1; 7qMdc20UAzVsmFUfn8eURM; 6319D09erMRIrr8bl6ZAHC; 3jIcoQOjdcGJUGGZ2HdaMV; 7u6cHhvyvzL3vznudktX8y; 7egWEngvdrYcTAJ6OTurlj; 2YeSzOMpayrYrNgxy8gP8F; 66NiiFgb74HLBN1A5ylO5t; 25VQoQjQO3uv5lENJJ98ck; 22vNmdxHUCkVtZVFbsbo1X; 1kolB6vuaI8RYAhfPRperB; 1FIoGhkDJAWOqXT1I85GRC; 4tZpdFSfE7mkuwlWM2Y5f3; 0zzP72k8pbLySGH1TPUZW8; 1SgvZBHUHMBqZe7PieKJxG; 1KoIf5DUkzaITPCCKAhgKe; 1FubVLCTjZx4PEEuWMrO5K
77ie7EUxZYh8rjBIUC76S1,Julia ¯ugaj,81179,,44,6319D09erMRIrr8bl6ZAHC; 3BIY6gCmugR5fIyHsi1ll3; 3jIcoQOjdcGJUGGZ2HdaMV; 2g6tyTZVbZ8G2XfcTGTCwQ; 7qMdc20UAzVsmFUfn8eURM; 2HRF1rQF94wr5xbwQmPfg8; 3AeTsOmzabY14H4elo2D6u; 66NiiFgb74HLBN1A5ylO5t; 4tZpdFSfE7mkuwlWM2Y5f3; 1FIoGhkDJAWOqXT1I85GRC; 1KoIf5DUkzaITPCCKAhgKe; 1kolB6vuaI8RYAhfPRperB; 6K02Q2fEVl7WMmMqN85tIc; 2YeSzOMpayrYrNgxy8gP8F; 1FubVLCTjZx4PEEuWMrO5K; 1HEPrPzuI6S1ma0tkRF01k; 4rneSQYWhgIT9pMX2NwpeM; 3yCRvilOBzRkyxOsOi4tsR; 1SgvZBHUHMBqZe7PieKJxG; 3KK1cO0sCWl01U14rS7wwN
2HRF1rQF94wr5xbwQmPfg8,Monika Kocio³ek,52956,polish viral rap,40,2g6tyTZVbZ8G2XfcTGTCwQ; 3BIY6gCmugR5fIyHsi1ll3; 77ie7EUxZYh8rjBIUC76S1; 3jIcoQOjdcGJUGGZ2HdaMV; 3AeTsOmzabY14H4elo2D6u; 6319D09erMRIrr8bl6ZAHC; 7qMdc20UAzVsmFUfn8eURM; 7u6cHhvyvzL3vznudktX8y; 66NiiFgb74HLBN1A5ylO5t; 4tZpdFSfE7mkuwlWM2Y5f3; 2YeSzOMpayrYrNgxy8gP8F; 1FIoGhkDJAWOqXT1I85GRC; 7egWEngvdrYcTAJ6OTurlj; 25VQoQjQO3uv5lENJJ98ck; 22vNmdxHUCkVtZVFbsbo1X; 0zzP72k8pbLySGH1TPUZW8; 1KoIf5DUkzaITPCCKAhgKe; 1kolB6vuaI8RYAhfPRperB; 6EI342ilis5RrWel3m11Cw; 46Ke0Gji5QAaMGvsTgBEj5
7qMdc20UAzVsmFUfn8eURM,Dominik Rupiñski,63402,polish viral rap,36,77ie7EUxZYh8rjBIUC76S1; 2g6tyTZVbZ8G2XfcTGTCwQ; 3BIY6gCmugR5fIyHsi1ll3; 6319D09erMRIrr8bl6ZAHC; 2YeSzOMpayrYrNgxy8gP8F; 6Khj8727mdW2x2k96fJzGl; 2HRF1rQF94wr5xbwQmPfg8; 66NiiFgb74HLBN1A5ylO5t; 3AeTsOmzabY14H4elo2D6u; 3jIcoQOjdcGJUGGZ2HdaMV; 4nQ6vi85DJ99MyahiuYtDe; 1FubVLCTjZx4PEEuWMrO5K; 4tZpdFSfE7mkuwlWM2Y5f3; 3q6bR2xzfGTyNtHakqLOPm; 4YKOnIpWMH9KXTSlCbKsYX; 1FIoGhkDJAWOqXT1I85GRC; 1KoIf5DUkzaITPCCKAhgKe; 6K02Q2fEVl7WMmMqN85tIc; 7egWEngvdrYcTAJ6OTurlj; 6m6zERDcqgSxVRVs7AmjmR
7egWEngvdrYcTAJ6OTurlj,martirenti,15282,,12,3AeTsOmzabY14H4elo2D6u; 25VQoQjQO3uv5lENJJ98ck; 2g6tyTZVbZ8G2XfcTGTCwQ; 3BIY6gCmugR5fIyHsi1ll3; 1kolB6vuaI8RYAhfPRperB; 7qMdc20UAzVsmFUfn8eURM; 2YeSzOMpayrYrNgxy8gP8F; 6319D09erMRIrr8bl6ZAHC; 4YAtgoqcQ0phySkiEiS70Q; 7u6cHhvyvzL3vznudktX8y; 3jIcoQOjdcGJUGGZ2HdaMV; 77ie7EUxZYh8rjBIUC76S1; 3kN56OQRz8gn4h79K43uFe; 2HRF1rQF94wr5xbwQmPfg8; 7HhC70MoKQYjd2lnF5Znhs; 4nQ6vi85DJ99MyahiuYtDe; 0zzP72k8pbLySGH1TPUZW8; 1KoIf5DUkzaITPCCKAhgKe; 66NiiFgb74HLBN1A5ylO5t; 3q6bR2xzfGTyNtHakqLOPm
25VQoQjQO3uv5lENJJ98ck,JacQueen,5982,polish viral rap,15,1kolB6vuaI8RYAhfPRperB; 7egWEngvdrYcTAJ6OTurlj; 3AeTsOmzabY14H4elo2D6u; 3BIY6gCmugR5fIyHsi1ll3; 2YeSzOMpayrYrNgxy8gP8F; 2GbMYzKCg4XdOfk8jhb23X; 2g6tyTZVbZ8G2XfcTGTCwQ; 4WAJkKdxwliABZcZ2VBnRw; 7qMdc20UAzVsmFUfn8eURM; 6m6zERDcqgSxVRVs7AmjmR; 1KoIf5DUkzaITPCCKAhgKe; 3kN56OQRz8gn4h79K43uFe; 6319D09erMRIrr8bl6ZAHC; 3q6bR2xzfGTyNtHakqLOPm; 4YAtgoqcQ0phySkiEiS70Q; 1SgvZBHUHMBqZe7PieKJxG; 3jIcoQOjdcGJUGGZ2HdaMV; 77ie7EUxZYh8rjBIUC76S1; 0bGKLPxoJnZ2Y4Ib8eNnUF; 0zzP72k8pbLySGH1TPUZW8
5YRNJ1S5R6pJIeb7PHkyna,RUSKIEFAJKI,22600,,47,6AwVFDGc8ShKVFTFmC8Ox1; 30UBxEPvKc0CPtKeRfp6Ih; 6oZW41wO7mEhNlbY1bhM3L; 5hqRsNHDZH1jHzI9LgxFRZ; 1E7LpsS1t2p1jlAvco4i15; 7mC8Nb2rN3hM0v0bpxaMzL; 7K5kvGPh9LzZMbOHhnJtZs; 2EuxycvT7R4nOhdAt3OoyM; 7DbsvVYargmB6XoeQDmTHU; 7LwcltdU3zse45PYaNR29i; 6LwJ1zgqEFyIwXzDD44Qsn; 3A5WAEfurSDxZ5c9hp5CK2; 5qi3aTonrqAZjYw1D6X5Pu; 0zyCqozvkguRfOVFgQayol; 01PeQzlOZtadLBC9v9uHVR; 4NPe0Vet0nKnc45X1tQVkU; 4WAJkKdxwliABZcZ2VBnRw; 6Gh0YoujtVlBjRqHG2i7Pk; 5CbbOjtGnLPHyQj6ml7WLL; 2FhI5QfUYl5iIlUog9HHEw
5RYLofQHxZcrEl9Bl23MCS,MaRina,9807,,44,7t3XoLpmZ9eA9etClJALWL; 6LwJ1zgqEFyIwXzDD44Qsn; 05Fgqq7GfWeNol1TR5H3og; 6aGmKxXoKrSdovRUn8MBhZ; 1HX9uYVwH6HHGyE8xSgtUD; 1p9gb5cprkEk0iZShbcRas; 3jIcoQOjdcGJUGGZ2HdaMV; 3yCRvilOBzRkyxOsOi4tsR; 3Gln8Jmda3Nb94qAMPyn4A; 1QDigvoDqzcojpLCK6soAb; 1KoIf5DUkzaITPCCKAhgKe; 7HhC70MoKQYjd2lnF5Znhs; 2DhJauCHKgwVilZO9A8og3; 7FwxJtVorL07N6kbqmkPr6; 2HO6JMm0MvwZ3CaqiBHTdp; 4bl8oIRcJPreFL1s7P8Pt0; 5CbbOjtGnLPHyQj6ml7WLL; 0zzP72k8pbLySGH1TPUZW8; 1FIoGhkDJAWOqXT1I85GRC; 3KK1cO0sCWl01U14rS7wwN
6aGmKxXoKrSdovRUn8MBhZ,Margaret,276364,polish pop,60,2PDv1tslXPtLLs0gjoEDAy; 3unGjSJJyswVsM1PBv1xKc; 2rc9BcmKFsVGhddxuffhwX; 0kAmhHI1fJtcR1XPKu5tTm; 35hyeD723SqEPzvWTZyeyU; 2xd8Jdg5bHzKrLpNvdNwkz; 5Xmr2MwucN3blzCzCE4KqE; 488pM61yd9TP4FGHWLpwKW; 5wOFjYu6dEaS8jgCGFaqdP; 6iyPY9ZvEGeB5mswBjwwNi; 4acqj1P10gUoGNQetcogFv; 5PQwSTSn79IDdN39uiJCSs; 5Jlm5GLQ3dABBJ16X3SUtq; 51ul5LQ5iulm1O79mwPGbr; 7CSAfj3P2H98lch0v0l3vs; 4vuIsYH9X44AulAT2C5lc8; 04XmL16g5ZAcmhKmTjpzDD; 4KDByfw9OpLt9ExJwUeAyn; 7in7FAVtOow3wqDcCKO8Vd; 4aFf48VQYRT631OJGgVwUv
1p9gb5cprkEk0iZShbcRas,Zui,3761,,34,3eXp28Gf4fOTq0HH1wK2ul; 3gm9b6AeMf2eGQTLashkDt; 5zGmfucY4y53SMOp3lAzW9; 5hqRsNHDZH1jHzI9LgxFRZ; 2JPfhjtR4ZrfpcFgEszZmg; 5BrkebliJMRAGRPg8NRDGi; 63T5JMeXfAbq86Iz1KDFrq; 7adgheUEf2iOUaJaz0o1YI; 3B6UKFIsDwnJUKlJp7qQyU; 0QR764k0D36npmTMWx5bft; 2IHoZ3RrDJIikMRsYgHjhy; 496pM4hEOqlmH2QwgZeaCv; 0kh9Gvy9lGZsq84x7I37DC; 71tiWMKZ5wpl6E0BdwVQza; 1fPqXPhjO3BMuBSTByVHkp; 7afPAbg5jb45KFUSnHIMFG; 4AAUtbgySy6IcOCIVl6g5r; 6LwJ1zgqEFyIwXzDD44Qsn; 4bl8oIRcJPreFL1s7P8Pt0; 1xTIcf4zbJmtd9FTD8UFXj
0LX2VNf5w4iOHW1yyIqb74,Bedoes 2115,1422100,polish hip hop; polish trap,74,3gm9b6AeMf2eGQTLashkDt; 2ufQfSFDFXfMS7MEMzdGZE; 3bS0MLzGAoO6lLUy7gguHY; 31KykqmaPRWmV8PMHgWdE3; 43yekIowVCHkR6TGGg9gSp; 19zuiWthJYU6FCqnV4mJYC; 1KJvuZHmkpnrjIyTLhhwpb; 0x4xJCGDyTlKr47RF2WXzu; 0QR764k0D36npmTMWx5bft; 71tiWMKZ5wpl6E0BdwVQza; 0kh9Gvy9lGZsq84x7I37DC; 1yq2JzsqbzFbJ1B7wGOXLc; 44FnIf8PhG6EQRIoENsXu3; 0AEQNlJAZeghMaFyIYfrQG; 1FdfWn1DrRwWDtRK8faYKY; 4zvO09rVUIVTeALhs6xLoB; 4nPxrGG7k7aEKmNLsfX4cd; 0Wi2fADbhwXlPUWxBmzo99; 2aDaFARm4U9hf5DI9Fhbnh; 7FwxJtVorL07N6kbqmkPr6
1FubVLCTjZx4PEEuWMrO5K,Palion,81886,,46,6Khj8727mdW2x2k96fJzGl; 4nQ6vi85DJ99MyahiuYtDe; 7qMdc20UAzVsmFUfn8eURM; 104fGzY8pKlvy1U1aonOcE; 4YKOnIpWMH9KXTSlCbKsYX; 6319D09erMRIrr8bl6ZAHC; 66NiiFgb74HLBN1A5ylO5t; 2YeSzOMpayrYrNgxy8gP8F; 3uzPRHW1TpDesggvltf5EP; 77ie7EUxZYh8rjBIUC76S1; 4rneSQYWhgIT9pMX2NwpeM; 2sTalQKPtusBltOdhHvdLa; 6ZPzPhju6F5H1nBgAwZPo2; 6K02Q2fEVl7WMmMqN85tIc; 3AeTsOmzabY14H4elo2D6u; 0bGKLPxoJnZ2Y4Ib8eNnUF; 2Cm8tSkHw7BtdoKutKez8J; 3Opgn0rqdNZq6frV2q91qW; 3jIcoQOjdcGJUGGZ2HdaMV; 1HEPrPzuI6S1ma0tkRF01k
2YeSzOMpayrYrNgxy8gP8F,Rembol,49019,polish viral rap,28,4nQ6vi85DJ99MyahiuYtDe; 6Khj8727mdW2x2k96fJzGl; 7qMdc20UAzVsmFUfn8eURM; 4YKOnIpWMH9KXTSlCbKsYX; 4YAtgoqcQ0phySkiEiS70Q; 3q6bR2xzfGTyNtHakqLOPm; 104fGzY8pKlvy1U1aonOcE; 25VQoQjQO3uv5lENJJ98ck; 1FubVLCTjZx4PEEuWMrO5K; 2g6tyTZVbZ8G2XfcTGTCwQ; 3BIY6gCmugR5fIyHsi1ll3; 3AeTsOmzabY14H4elo2D6u; 6319D09erMRIrr8bl6ZAHC; 4WAJkKdxwliABZcZ2VBnRw; 3uzPRHW1TpDesggvltf5EP; 4tZpdFSfE7mkuwlWM2Y5f3; 4ftU7VSHGCT9zWDn0n0d1c; 77ie7EUxZYh8rjBIUC76S1; 66NiiFgb74HLBN1A5ylO5t; 7egWEngvdrYcTAJ6OTurlj
6Khj8727mdW2x2k96fJzGl,NEON,33861,,37,4nQ6vi85DJ99MyahiuYtDe; 1FubVLCTjZx4PEEuWMrO5K; 4YKOnIpWMH9KXTSlCbKsYX; 2sTalQKPtusBltOdhHvdLa; 3uzPRHW1TpDesggvltf5EP; 2YeSzOMpayrYrNgxy8gP8F; 7qMdc20UAzVsmFUfn8eURM; 104fGzY8pKlvy1U1aonOcE; 4ftU7VSHGCT9zWDn0n0d1c; 4YAtgoqcQ0phySkiEiS70Q; 2gVzVUBNFszx2UXlkySde3; 5nyJbFy8v6EI6Fn6JSfwox; 3Opgn0rqdNZq6frV2q91qW; 6319D09erMRIrr8bl6ZAHC; 66NiiFgb74HLBN1A5ylO5t; 1xMaaeYaoFJNDvmWgEkYgO; 5apFRZnBCaqZlCa7De1eKi; 5LaoxnaUQMF7VRdY0m9R9F; 0bGKLPxoJnZ2Y4Ib8eNnUF; 5vbWFc7cSoElXa8SGtqbAv
5UQaUYDQ9gRuUSJQPnaWda,Sandra S,3462,,49,02Zq4S9JdcLzkqJTufpaeo; 3JQIDODh2xwXN7kfGRI8QM; 6OvHhxtifb9FdKtKlsgJUz; 2aAx96PFuLYY2cpRXE5buF; 3b0hNdAoe1XusSSl3PCh6W; 3trr4RjvI5zWaHQ3VozjhR; 7HhC70MoKQYjd2lnF5Znhs; 3kN56OQRz8gn4h79K43uFe; 3Gln8Jmda3Nb94qAMPyn4A; 4U3Mh4fpzJb7XD1CR1ZbDx; 2HO6JMm0MvwZ3CaqiBHTdp; 6319D09erMRIrr8bl6ZAHC; 3eM69n1zBUNhr7nsDLm5AH; 0iBTVnJ1Sff92zCDujfvyJ; 7k0GKiFnVYHGQO4SVRUN49; 20akE7sZUTpZSC78lPhqvt; 7wqBPDtaCwmDdbVddlN91F; 34z1ZsKHQxhhrwhxapLMUQ; 40jfFExOeNfuCWdGsr0stM; 0zzP72k8pbLySGH1TPUZW8
3JQIDODh2xwXN7kfGRI8QM,Lady Madlen,2526,,23,02Zq4S9JdcLzkqJTufpaeo; 5UQaUYDQ9gRuUSJQPnaWda; 3kN56OQRz8gn4h79K43uFe; 2aAx96PFuLYY2cpRXE5buF; 6OvHhxtifb9FdKtKlsgJUz; 6ABH6bEvohTDY9upZs30Hw; 7HhC70MoKQYjd2lnF5Znhs; 3trr4RjvI5zWaHQ3VozjhR; 4YAtgoqcQ0phySkiEiS70Q; 4U3Mh4fpzJb7XD1CR1ZbDx; 0zzP72k8pbLySGH1TPUZW8; 7egWEngvdrYcTAJ6OTurlj; 3AeTsOmzabY14H4elo2D6u; 1wCHHmt2SQiCP7aajyxhYh; 6LwJ1zgqEFyIwXzDD44Qsn; 0iBTVnJ1Sff92zCDujfvyJ; 0FWmyGDOieC2nr3kV5Lqkb; 6319D09erMRIrr8bl6ZAHC; 3Gln8Jmda3Nb94qAMPyn4A; 1p9gb5cprkEk0iZShbcRas
