id,name,followers,genres,popularity,realted_artists_id
1R5Iuxq7fOeCVrOr7bBuNJ,Bezik,184,,1,3gtCKCi0Er4NlFhSb9rS1c; 2c1Hv5c1ngHyDVh5r7qjRD; 3OFZwEYEAKMEmUheZ8TKso; 5GOIDaziehr2YKFXMb5xg4; 5D1gwzYoooNGlOwXvetEJ4; 3CTBtdhXG4coRwyulv74ho; 5rog9qkWbHmMgSCraouMXR; 2CzinsXR4XT5jB53lqGZ8m; 5lPJMHa0N1M0uEJpFQB9SD; 2kfuAKw9yAbYBDdtJVnWUA; 5jQdvwQ8OClKM0381iCaaw; 10gueRvhsDDkQ7OF5pHhL9; 3ZxGqEw9c28YF4AYC3ZFK2; 6KECXeNvpfVIXaOyyJmZAD; 15XAS5dBXH8E6LsC81ECKj; 7eDXsBaimcJeJbl9shuuuD; 6LbxJWqIEOC8S8JeUaDz3q; 4RTz6Hx5mDzTIKb3RVUbI6; 0y3wP3yUrrZJahZFddjIxP; 79SaSUngdnlE3DO6rJerUw
2kfuAKw9yAbYBDdtJVnWUA,Onil,290,,8,3OFZwEYEAKMEmUheZ8TKso; 5GOIDaziehr2YKFXMb5xg4; 6KECXeNvpfVIXaOyyJmZAD; 2CzinsXR4XT5jB53lqGZ8m; 5lPJMHa0N1M0uEJpFQB9SD; 7eDXsBaimcJeJbl9shuuuD; 0y3wP3yUrrZJahZFddjIxP; 6LbxJWqIEOC8S8JeUaDz3q; 5rog9qkWbHmMgSCraouMXR; 3CTBtdhXG4coRwyulv74ho; 1R5Iuxq7fOeCVrOr7bBuNJ; 5qeq8REEH84JmnUZh9U9P3; 3ZxGqEw9c28YF4AYC3ZFK2; 3ePwsEA0ZSrK0pfVbPDtQS; 6QI8YuMXIy6lyQMHPvIjRt; 2c1Hv5c1ngHyDVh5r7qjRD; 0ww25Dt03CSBkeaV7RXV79; 79SaSUngdnlE3DO6rJerUw; 2LgCbD6U1rF9vwzcqLlOAh; 5D1gwzYoooNGlOwXvetEJ4
2c1Hv5c1ngHyDVh5r7qjRD,M³ody £yskacz,271,,22,1R5Iuxq7fOeCVrOr7bBuNJ; 3gtCKCi0Er4NlFhSb9rS1c; 3OFZwEYEAKMEmUheZ8TKso; 2CzinsXR4XT5jB53lqGZ8m; 0SON67MICrt7uf99Svha9D; 5lPJMHa0N1M0uEJpFQB9SD; 0ww25Dt03CSBkeaV7RXV79; 6KECXeNvpfVIXaOyyJmZAD; 79SaSUngdnlE3DO6rJerUw; 5GOIDaziehr2YKFXMb5xg4; 3CTBtdhXG4coRwyulv74ho; 7eDXsBaimcJeJbl9shuuuD; 3ZxGqEw9c28YF4AYC3ZFK2; 5D1gwzYoooNGlOwXvetEJ4; 5rog9qkWbHmMgSCraouMXR; 10gueRvhsDDkQ7OF5pHhL9; 4gAAZZN7ZC7WrExFPXg8yT; 2kfuAKw9yAbYBDdtJVnWUA; 0y3wP3yUrrZJahZFddjIxP; 6QI8YuMXIy6lyQMHPvIjRt
6KECXeNvpfVIXaOyyJmZAD,Myniemy,330,,5,5GOIDaziehr2YKFXMb5xg4; 0y3wP3yUrrZJahZFddjIxP; 2CzinsXR4XT5jB53lqGZ8m; 5qeq8REEH84JmnUZh9U9P3; 3ZxGqEw9c28YF4AYC3ZFK2; 2kfuAKw9yAbYBDdtJVnWUA; 3OFZwEYEAKMEmUheZ8TKso; 0SON67MICrt7uf99Svha9D; 5lPJMHa0N1M0uEJpFQB9SD; 6QI8YuMXIy6lyQMHPvIjRt; 3CTBtdhXG4coRwyulv74ho; 0TjeoukPDoBtxcLx9Drgxf; 0cqT0EoFumrfXVEA2m0s5X; 79SaSUngdnlE3DO6rJerUw; 3ePwsEA0ZSrK0pfVbPDtQS; 2c1Hv5c1ngHyDVh5r7qjRD; 4mK30qdvQXHDuBX4fGI9yx; 1R5Iuxq7fOeCVrOr7bBuNJ; 2fCqh2iBqhTybKgUcuAB3w; 6LbxJWqIEOC8S8JeUaDz3q
0bNZDC5iASejId9tdv3kiR,Fonos,28124,polish hip hop; rap uliczny,51,0cfxijjXFfFQwFZc2zzjAA; 3OFZwEYEAKMEmUheZ8TKso; 3sW41aChSc5bBow0Folc1S; 7jrtLe4eVfWhYWZn5vsopg; 1s4U0KH826DemEVZgc4Iuu; 70ArguSAsID4vw7dOl40VN; 5kOOQzPaATJee6Ngd0wHmQ; 28WXX79U4jzq1kfjx5QXPy; 39lKxb2ZHaygwUTthI92SS; 2h60mpvHNWbSl8GMwgNCsd; 16TsNPlesuA1R9kPLS6nta; 6Nlyt1MUEBe1jN0h7F4hn0; 6Cs6aWlXUQ15Kxt411g1W2; 2vWkdTl7QnQY3hYjdxx8oc; 5Satj77nMnZ5GfN982U7I9; 0BBB9DjvskQV0oReJMxTP1; 2zioaq2d7svakjWZV5FDXm; 2fpZqYlKXdf4A7AFZbbji9; 3FJhd0PPO9EhFYPYXRzluk; 7LwcltdU3zse45PYaNR29i
2jxQKdU1dKP95EzKiQBcg5,Nezznalek,5688,polish pop; polish viral rap,35,662m0WrjxDl2ZrWAghojh2; 3gC2pjwYVTQdMuHUucgODF; 1YyVozTrSIYYqKGNFzBa4b; 1Dyn3KxMNqGRpIEeXekqhf; 15BJ0ipMSdHELUOqJZ7Xmr; 7lRC2ICJeiCyz2wSU6BVkH; 7FauNoLr3HWvWfsaBlFPhs; 36rjKqx3uW0369RwfIbGj2; 7LUZ4hKUPN0UitE6WqWyKQ; 58wKaNZ5iuXaeelRtHzEsk; 6NaOhgiHgKdbBk1SUaAt9d; 4rgqaoin0XHVVsx2uvvVum; 5o7Atiia4I0WLFuN2qAu6M; 0eWYWLizN5us1MOF1rdyh9; 3yCRvilOBzRkyxOsOi4tsR; 3KK1cO0sCWl01U14rS7wwN; 6flsK6BZEkCqoz4t3M4oeV; 4ccurDUZ48cXNrcrLsA9ub; 4izxlflj4RQhhmWAGhyGFJ; 3vgdTroZ4H9ynPQTheek1t
3gC2pjwYVTQdMuHUucgODF,NEL,1192,polish pop,38,1Dyn3KxMNqGRpIEeXekqhf; 662m0WrjxDl2ZrWAghojh2; 15BJ0ipMSdHELUOqJZ7Xmr; 2jxQKdU1dKP95EzKiQBcg5; 1YyVozTrSIYYqKGNFzBa4b; 7lRC2ICJeiCyz2wSU6BVkH; 7FauNoLr3HWvWfsaBlFPhs; 36rjKqx3uW0369RwfIbGj2; 4izxlflj4RQhhmWAGhyGFJ; 7LUZ4hKUPN0UitE6WqWyKQ; 58wKaNZ5iuXaeelRtHzEsk; 0eWYWLizN5us1MOF1rdyh9; 4rgqaoin0XHVVsx2uvvVum; 4Gj4CJ8gsVONCMKk2ZXSXx; 368CM1oJRgXYf4DGaIogDD; 4ccurDUZ48cXNrcrLsA9ub; 0bfBH61NEvZOmVTUyUL1yO; 3vgdTroZ4H9ynPQTheek1t; 3CIcRH4j4mWpUv8n2UrImj; 6NaOhgiHgKdbBk1SUaAt9d
662m0WrjxDl2ZrWAghojh2,Effy,614,polish pop,25,3gC2pjwYVTQdMuHUucgODF; 2jxQKdU1dKP95EzKiQBcg5; 1YyVozTrSIYYqKGNFzBa4b; 1Dyn3KxMNqGRpIEeXekqhf; 15BJ0ipMSdHELUOqJZ7Xmr; 4izxlflj4RQhhmWAGhyGFJ; 7lRC2ICJeiCyz2wSU6BVkH; 7FauNoLr3HWvWfsaBlFPhs; 36rjKqx3uW0369RwfIbGj2; 7LUZ4hKUPN0UitE6WqWyKQ; 4ccurDUZ48cXNrcrLsA9ub; 4Gj4CJ8gsVONCMKk2ZXSXx; 3yCRvilOBzRkyxOsOi4tsR; 4rgqaoin0XHVVsx2uvvVum; 6flsK6BZEkCqoz4t3M4oeV; 0bfBH61NEvZOmVTUyUL1yO; 46nannj2VJWVBAgoh7EvSk; 0eWYWLizN5us1MOF1rdyh9; 3vgdTroZ4H9ynPQTheek1t; 3KK1cO0sCWl01U14rS7wwN
1Dyn3KxMNqGRpIEeXekqhf,Wiktoria Zwoliñska,2231,polish alternative; polish pop,38,3gC2pjwYVTQdMuHUucgODF; 15BJ0ipMSdHELUOqJZ7Xmr; 662m0WrjxDl2ZrWAghojh2; 1YyVozTrSIYYqKGNFzBa4b; 2jxQKdU1dKP95EzKiQBcg5; 368CM1oJRgXYf4DGaIogDD; 36rjKqx3uW0369RwfIbGj2; 58wKaNZ5iuXaeelRtHzEsk; 6DNkBmIq2VeCP4rIOp6equ; 7FauNoLr3HWvWfsaBlFPhs; 0eWYWLizN5us1MOF1rdyh9; 0AZgkXW6n0zfyOhVAnIopA; 7lRC2ICJeiCyz2wSU6BVkH; 4izxlflj4RQhhmWAGhyGFJ; 4ccurDUZ48cXNrcrLsA9ub; 7LUZ4hKUPN0UitE6WqWyKQ; 3CIcRH4j4mWpUv8n2UrImj; 0yKPpbp3T6JTB9ApDMv9SZ; 6W535X9Sk4zYwdMeXQ8LwM; 4Gj4CJ8gsVONCMKk2ZXSXx
6UGUIOyibm8kA96ClpbF1A,Sally,2859,,27,5qi3aTonrqAZjYw1D6X5Pu; 5CbbOjtGnLPHyQj6ml7WLL; 1WKmwWWtp0Q0rXHKeAYTN2; 4bl8oIRcJPreFL1s7P8Pt0; 5YRNJ1S5R6pJIeb7PHkyna; 0MREvMoTy8a8uJYBgip7a9; 3q6bR2xzfGTyNtHakqLOPm; 74p0HdOXjtYHdi4TkMxYSi; 4EXW05hm5GSbtNJcoFxWPJ; 2Br9Y5YlGgzxLzuGyDCsdv; 46Ke0Gji5QAaMGvsTgBEj5; 7GHhTaZ3jINyOgKMBudphy; 58wKaNZ5iuXaeelRtHzEsk; 1JW9Q2DToFLptGpxXNKHWp; 6Gh0YoujtVlBjRqHG2i7Pk; 6NaOhgiHgKdbBk1SUaAt9d; 7FUSTVgPrNPjB3I3QYPby3; 1YyVozTrSIYYqKGNFzBa4b; 7lRC2ICJeiCyz2wSU6BVkH; 2lvNYKWZ2viFIww1T7UxRx
4EvjjTGVGVBdrBSi0WfacO,Dzakob,20721,smutny rap,38,74p0HdOXjtYHdi4TkMxYSi; 3xuqk56LLutmaWR941e700; 3e2jVDFykyoHuNUNQprGus; 5isaGrPQguKuQiahwLdRCL; 6fQKfQHnpC1YJiNyPsv8dx; 1JW9Q2DToFLptGpxXNKHWp; 7GHhTaZ3jINyOgKMBudphy; 27ewX66bidJgiJWN2XxnIU; 0JdAA5fMsczLwcgGNTD1tG; 0paVSjPEV6OKlsjUFlDEeq; 3C6JSI7UENw0cflojvLZIu; 4dgxpN9kiGHSffsY2yYcHC; 3SV0wqBUdQoWwC2G6tG0sQ; 3I39JEseQs4uuiNeBrHIFh; 2maHIZw1sOKH5wihFKq7Mx; 6Gh0YoujtVlBjRqHG2i7Pk; 2Br9Y5YlGgzxLzuGyDCsdv; 1WKmwWWtp0Q0rXHKeAYTN2; 5qi3aTonrqAZjYw1D6X5Pu; 3rG3J5AcU8rvY3KbQLMBqa
4bl8oIRcJPreFL1s7P8Pt0,Marianne.,14689,polish pop,36,2h7HiGhDo7X2iBcJQDQfzn; 2lF7fN9liWUSMKZ8JegpOG; 1WKmwWWtp0Q0rXHKeAYTN2; 3rA602d4lvXBgrT22ixnL2; 3xuqk56LLutmaWR941e700; 27ewX66bidJgiJWN2XxnIU; 5qi3aTonrqAZjYw1D6X5Pu; 2Br9Y5YlGgzxLzuGyDCsdv; 2lvNYKWZ2viFIww1T7UxRx; 6Gh0YoujtVlBjRqHG2i7Pk; 5YRNJ1S5R6pJIeb7PHkyna; 6AwVFDGc8ShKVFTFmC8Ox1; 3C6JSI7UENw0cflojvLZIu; 0MREvMoTy8a8uJYBgip7a9; 74p0HdOXjtYHdi4TkMxYSi; 6m6zERDcqgSxVRVs7AmjmR; 6UGUIOyibm8kA96ClpbF1A; 4WAJkKdxwliABZcZ2VBnRw; 5CbbOjtGnLPHyQj6ml7WLL; 3q6bR2xzfGTyNtHakqLOPm
74p0HdOXjtYHdi4TkMxYSi,Zuyeh,3357,smutny rap,33,2Br9Y5YlGgzxLzuGyDCsdv; 0paVSjPEV6OKlsjUFlDEeq; 7GHhTaZ3jINyOgKMBudphy; 3C6JSI7UENw0cflojvLZIu; 0JdAA5fMsczLwcgGNTD1tG; 3SV0wqBUdQoWwC2G6tG0sQ; 3xuqk56LLutmaWR941e700; 2maHIZw1sOKH5wihFKq7Mx; 2lvNYKWZ2viFIww1T7UxRx; 4uwslFomNOFArXhnRoHutv; 5isaGrPQguKuQiahwLdRCL; 3e2jVDFykyoHuNUNQprGus; 3I39JEseQs4uuiNeBrHIFh; 6T83h1qbwt70DTh1MHtJ9c; 27ewX66bidJgiJWN2XxnIU; 5qi3aTonrqAZjYw1D6X5Pu; 5OJPSVYuFDHOQM2froYseV; 6Inp7oSNou3QtFzmMpLtYt; 28qocOEL5LbVwyyv0Dr67N; 1B5FWSRcdZKQ8GwnMJ7kOf
3e2jVDFykyoHuNUNQprGus,EmKaTus,7147,smutny rap,36,5isaGrPQguKuQiahwLdRCL; 6Inp7oSNou3QtFzmMpLtYt; 0paVSjPEV6OKlsjUFlDEeq; 2maHIZw1sOKH5wihFKq7Mx; 7GHhTaZ3jINyOgKMBudphy; 3I39JEseQs4uuiNeBrHIFh; 74p0HdOXjtYHdi4TkMxYSi; 3C6JSI7UENw0cflojvLZIu; 4uwslFomNOFArXhnRoHutv; 0JdAA5fMsczLwcgGNTD1tG; 3rG3J5AcU8rvY3KbQLMBqa; 3SV0wqBUdQoWwC2G6tG0sQ; 4dgxpN9kiGHSffsY2yYcHC; 3xuqk56LLutmaWR941e700; 0SVjNo7GfolIQtAenwEFtj; 27ewX66bidJgiJWN2XxnIU; 2fb90OEFfy1b5DlQwTko7Q; 18wwZ06v82F7Xtn81ObpfE; 1B5FWSRcdZKQ8GwnMJ7kOf; 5OJPSVYuFDHOQM2froYseV
0paVSjPEV6OKlsjUFlDEeq,hichi,1994,smutny rap,30,74p0HdOXjtYHdi4TkMxYSi; 4uwslFomNOFArXhnRoHutv; 7GHhTaZ3jINyOgKMBudphy; 2maHIZw1sOKH5wihFKq7Mx; 0JdAA5fMsczLwcgGNTD1tG; 5OJPSVYuFDHOQM2froYseV; 3C6JSI7UENw0cflojvLZIu; 2Br9Y5YlGgzxLzuGyDCsdv; 5isaGrPQguKuQiahwLdRCL; 3I39JEseQs4uuiNeBrHIFh; 3e2jVDFykyoHuNUNQprGus; 2lvNYKWZ2viFIww1T7UxRx; 1B5FWSRcdZKQ8GwnMJ7kOf; 3xuqk56LLutmaWR941e700; 6Inp7oSNou3QtFzmMpLtYt; 7MLltpVhBM6NVCGPbyVMu3; 27ewX66bidJgiJWN2XxnIU; 6T83h1qbwt70DTh1MHtJ9c; 3SV0wqBUdQoWwC2G6tG0sQ; 5qi3aTonrqAZjYw1D6X5Pu
2lvNYKWZ2viFIww1T7UxRx,hemmerling,3815,smutny rap,31,0JdAA5fMsczLwcgGNTD1tG; 74p0HdOXjtYHdi4TkMxYSi; 2Br9Y5YlGgzxLzuGyDCsdv; 0paVSjPEV6OKlsjUFlDEeq; 4uwslFomNOFArXhnRoHutv; 6T83h1qbwt70DTh1MHtJ9c; 3C6JSI7UENw0cflojvLZIu; 28qocOEL5LbVwyyv0Dr67N; 3I39JEseQs4uuiNeBrHIFh; 7GHhTaZ3jINyOgKMBudphy; 5OJPSVYuFDHOQM2froYseV; 3SV0wqBUdQoWwC2G6tG0sQ; 2maHIZw1sOKH5wihFKq7Mx; 3e2jVDFykyoHuNUNQprGus; 5isaGrPQguKuQiahwLdRCL; 4YedhX6nYHD5HCMVrBlnnQ; 3xuqk56LLutmaWR941e700; 5qi3aTonrqAZjYw1D6X5Pu; 7MLltpVhBM6NVCGPbyVMu3; 27ewX66bidJgiJWN2XxnIU
3SV0wqBUdQoWwC2G6tG0sQ,Obco,4372,smutny rap,35,7GHhTaZ3jINyOgKMBudphy; 5isaGrPQguKuQiahwLdRCL; 6Inp7oSNou3QtFzmMpLtYt; 3C6JSI7UENw0cflojvLZIu; 27ewX66bidJgiJWN2XxnIU; 74p0HdOXjtYHdi4TkMxYSi; 2maHIZw1sOKH5wihFKq7Mx; 3e2jVDFykyoHuNUNQprGus; 0paVSjPEV6OKlsjUFlDEeq; 2Br9Y5YlGgzxLzuGyDCsdv; 5OJPSVYuFDHOQM2froYseV; 5qi3aTonrqAZjYw1D6X5Pu; 6T83h1qbwt70DTh1MHtJ9c; 3I39JEseQs4uuiNeBrHIFh; 4uwslFomNOFArXhnRoHutv; 3xuqk56LLutmaWR941e700; 2lvNYKWZ2viFIww1T7UxRx; 1B5FWSRcdZKQ8GwnMJ7kOf; 0JdAA5fMsczLwcgGNTD1tG; 2fb90OEFfy1b5DlQwTko7Q
0JdAA5fMsczLwcgGNTD1tG,Jvnek,3110,smutny rap,31,0paVSjPEV6OKlsjUFlDEeq; 4uwslFomNOFArXhnRoHutv; 74p0HdOXjtYHdi4TkMxYSi; 2lvNYKWZ2viFIww1T7UxRx; 6T83h1qbwt70DTh1MHtJ9c; 3I39JEseQs4uuiNeBrHIFh; 3C6JSI7UENw0cflojvLZIu; 3e2jVDFykyoHuNUNQprGus; 2Br9Y5YlGgzxLzuGyDCsdv; 5isaGrPQguKuQiahwLdRCL; 7GHhTaZ3jINyOgKMBudphy; 5OJPSVYuFDHOQM2froYseV; 3xuqk56LLutmaWR941e700; 0SVjNo7GfolIQtAenwEFtj; 2maHIZw1sOKH5wihFKq7Mx; 18wwZ06v82F7Xtn81ObpfE; 4YedhX6nYHD5HCMVrBlnnQ; 28qocOEL5LbVwyyv0Dr67N; 7MLltpVhBM6NVCGPbyVMu3; 2fb90OEFfy1b5DlQwTko7Q
3C6JSI7UENw0cflojvLZIu,ERES,1963,smutny rap,31,0paVSjPEV6OKlsjUFlDEeq; 3I39JEseQs4uuiNeBrHIFh; 4uwslFomNOFArXhnRoHutv; 74p0HdOXjtYHdi4TkMxYSi; 5isaGrPQguKuQiahwLdRCL; 7GHhTaZ3jINyOgKMBudphy; 5OJPSVYuFDHOQM2froYseV; 3SV0wqBUdQoWwC2G6tG0sQ; 2maHIZw1sOKH5wihFKq7Mx; 6T83h1qbwt70DTh1MHtJ9c; 27ewX66bidJgiJWN2XxnIU; 0JdAA5fMsczLwcgGNTD1tG; 2Br9Y5YlGgzxLzuGyDCsdv; 3e2jVDFykyoHuNUNQprGus; 3xuqk56LLutmaWR941e700; 6Inp7oSNou3QtFzmMpLtYt; 2lvNYKWZ2viFIww1T7UxRx; 4YedhX6nYHD5HCMVrBlnnQ; 2fb90OEFfy1b5DlQwTko7Q; 6BwfuasP2ZwN5UHLRqrrTB
5OJPSVYuFDHOQM2froYseV,Fiflak,2544,polish trap,27,2maHIZw1sOKH5wihFKq7Mx; 0paVSjPEV6OKlsjUFlDEeq; 4uwslFomNOFArXhnRoHutv; 3C6JSI7UENw0cflojvLZIu; 5isaGrPQguKuQiahwLdRCL; 7GHhTaZ3jINyOgKMBudphy; 3I39JEseQs4uuiNeBrHIFh; 27ewX66bidJgiJWN2XxnIU; 1B5FWSRcdZKQ8GwnMJ7kOf; 6Inp7oSNou3QtFzmMpLtYt; 74p0HdOXjtYHdi4TkMxYSi; 2Br9Y5YlGgzxLzuGyDCsdv; 692O3UqqS2ujagZHQVixOV; 3SV0wqBUdQoWwC2G6tG0sQ; 0JdAA5fMsczLwcgGNTD1tG; 3psY5t0OdKSjEJZ1Iia3SA; 6BwfuasP2ZwN5UHLRqrrTB; 4YedhX6nYHD5HCMVrBlnnQ; 3e2jVDFykyoHuNUNQprGus; 2lvNYKWZ2viFIww1T7UxRx
4uwslFomNOFArXhnRoHutv,Kamil Baran,2179,smutny rap,28,3I39JEseQs4uuiNeBrHIFh; 0paVSjPEV6OKlsjUFlDEeq; 0JdAA5fMsczLwcgGNTD1tG; 3C6JSI7UENw0cflojvLZIu; 5OJPSVYuFDHOQM2froYseV; 74p0HdOXjtYHdi4TkMxYSi; 2maHIZw1sOKH5wihFKq7Mx; 2lvNYKWZ2viFIww1T7UxRx; 5isaGrPQguKuQiahwLdRCL; 7GHhTaZ3jINyOgKMBudphy; 6T83h1qbwt70DTh1MHtJ9c; 3e2jVDFykyoHuNUNQprGus; 4YedhX6nYHD5HCMVrBlnnQ; 18wwZ06v82F7Xtn81ObpfE; 2Br9Y5YlGgzxLzuGyDCsdv; 2fb90OEFfy1b5DlQwTko7Q; 6Inp7oSNou3QtFzmMpLtYt; 1B5FWSRcdZKQ8GwnMJ7kOf; 3SV0wqBUdQoWwC2G6tG0sQ; 28qocOEL5LbVwyyv0Dr67N
0H2xg4v0xoHjwiRJpLPcsK,Znavca,166,,29,1tWY5EJcOod5ZhW3Lwg9D3; 0NRJ3fz8s0ghIVciOUvnfm; 57pfM207v6fhVwHXErBMxx; 2lSeKGsCWN1QtTg6YYPknl; 5mufBhOA5JhyLcRr3bPYpA; 1gy83FHMv1GVuqYu3sxYxY; 0YRgq5akMW90XZJpdvk8DG; 3LDKqGmw6GyxO81YdtMAgl; 2D8oQzi2Q9HRIjo3bLyDC2; 2aejlUq5cbrn146rNYrWLi; 3bSbo5ZCbrTle7S2q8nqf8; 2HbB4FfGWI8U5NsLgUZ5ao; 7hJpyuLhmpawafcRfxUnlT; 6FPVb2p8k4LiX5VnOcnGWq; 4LKL1GwBmAyj6ol915ujzr; 60OrXSXmz0grUK0KrD2O6i; 41OErJWZbkNcNzYPoy0PWJ; 5iM4dDbBN6a4OqxKPuxgS6; 2GzZAv52VCMdVli7QzkteT; 0GipFkNANMIWjCVTchgErV
2mJaMgykjhvCzdLp8jltpu,Expo 2000,1055,,50,41OErJWZbkNcNzYPoy0PWJ; 2wOKfuHTEZGi4Y7V2wCEp9; 3LDKqGmw6GyxO81YdtMAgl; 54jXWrqnvUfG1BvZ4XfGX5; 0gOwRicMmlIZsHeAMXRhFS; 08KXkRyXNnYCkqPiUk3N7o; 2sPoeeI506cJZySd6q81RP; 1mAoRpDy7J3s5jX96Bm5jF; 2D8oQzi2Q9HRIjo3bLyDC2; 4LKL1GwBmAyj6ol915ujzr; 1cEKae6J83197V4jUz0GSJ; 0Qo6PIs38oznVHFxs9WU0N; 6hZYddpRlNr42XnhZwcbgb; 7MrwoR2YBOQzkmstzIwLAg; 6KIclEOBHyv3VbKqZ0P76W; 28MEXbuN5228Ig7tTlyEpV; 7aRGJ9ObeepYAoKb9f1szV; 2GzZAv52VCMdVli7QzkteT; 0H2xg4v0xoHjwiRJpLPcsK; 5JOpa3JPt7eVvPRFJmamex
08KXkRyXNnYCkqPiUk3N7o,TWR aka Król Podziemia,8282,,42,2D8oQzi2Q9HRIjo3bLyDC2; 79F8bMSKKnd31KR5rQMABc; 7cZTrCXNAYjShihztzYA99; 3LDKqGmw6GyxO81YdtMAgl; 3iXrMGww8ozzbsPVkoysgG; 3xLiWZ3znvRdfD3Xv3bjIt; 7pSrnhnLz5gKS5LZ9WvhlG; 4lmMkf4tLyEKBslusiNZdu; 41OErJWZbkNcNzYPoy0PWJ; 68cN10I6ZhXj0ZAi8lmXfU; 0gOwRicMmlIZsHeAMXRhFS; 2wOKfuHTEZGi4Y7V2wCEp9; 4gFhaQkM16YAWcdcbex0QJ; 0v8CZqjIdNOiNrRiGsrDTN; 6XcnzorXr2cpleUgTT1bxQ; 2G8IXlvZR5PxsMAAg2ZG40; 3WSt2mU8rmQiBwOkBVuWZU; 2buXkjWOv91qtNF9Ko6qV7; 6FPVb2p8k4LiX5VnOcnGWq; 1bOTP9P3CS97UwhBm2WekK
1tWY5EJcOod5ZhW3Lwg9D3,OG Olgierd,3119,,40,0H2xg4v0xoHjwiRJpLPcsK; 0NRJ3fz8s0ghIVciOUvnfm; 57pfM207v6fhVwHXErBMxx; 2lSeKGsCWN1QtTg6YYPknl; 3LDKqGmw6GyxO81YdtMAgl; 1gy83FHMv1GVuqYu3sxYxY; 2aejlUq5cbrn146rNYrWLi; 4LKL1GwBmAyj6ol915ujzr; 54jXWrqnvUfG1BvZ4XfGX5; 0YRgq5akMW90XZJpdvk8DG; 6FPVb2p8k4LiX5VnOcnGWq; 3bSbo5ZCbrTle7S2q8nqf8; 2D8oQzi2Q9HRIjo3bLyDC2; 5mufBhOA5JhyLcRr3bPYpA; 08KXkRyXNnYCkqPiUk3N7o; 070tdNOiP3pIsGlqNfVkG3; 5iM4dDbBN6a4OqxKPuxgS6; 41OErJWZbkNcNzYPoy0PWJ; 3sClSTI7akzD5ndUSCRGuN; 60OrXSXmz0grUK0KrD2O6i
54jXWrqnvUfG1BvZ4XfGX5,MOBBYN,6856,,16,2wOKfuHTEZGi4Y7V2wCEp9; 3LDKqGmw6GyxO81YdtMAgl; 1KYBP3gUfXLENw2EIFPRZb; 1tWY5EJcOod5ZhW3Lwg9D3; 2mJaMgykjhvCzdLp8jltpu; 4LKL1GwBmAyj6ol915ujzr; 7aRGJ9ObeepYAoKb9f1szV; 0H2xg4v0xoHjwiRJpLPcsK; 08KXkRyXNnYCkqPiUk3N7o; 41OErJWZbkNcNzYPoy0PWJ; 7yBq7or0QqNg1qihLNfjJQ; 2D8oQzi2Q9HRIjo3bLyDC2; 61ylhzaNuiq9bpvUuHeMMx; 3WSt2mU8rmQiBwOkBVuWZU; 6FPVb2p8k4LiX5VnOcnGWq; 2wgtkBZtw9jQcnMAky9xQj; 0NRJ3fz8s0ghIVciOUvnfm; 0gOwRicMmlIZsHeAMXRhFS; 0uLlQXi1cUNUPQCisz30ph; 2buXkjWOv91qtNF9Ko6qV7
1mAoRpDy7J3s5jX96Bm5jF,ÆPAJ STAJL,12571,polish alternative rap,40,2sPoeeI506cJZySd6q81RP; 1cEKae6J83197V4jUz0GSJ; 4LKL1GwBmAyj6ol915ujzr; 6KIclEOBHyv3VbKqZ0P76W; 0NRJ3fz8s0ghIVciOUvnfm; 3PK5L91i2HgHCjxWLcoj89; 0Qo6PIs38oznVHFxs9WU0N; 0ePUUegXZuu4ntBQuiml65; 5JOpa3JPt7eVvPRFJmamex; 7MrwoR2YBOQzkmstzIwLAg; 6hZYddpRlNr42XnhZwcbgb; 0gOwRicMmlIZsHeAMXRhFS; 4T2RgpFayjiBOoZ3i4tAUR; 1PKW5LFWjU0jJGK2dYS1IE; 5rm8Cp2ZHkyGl0TI3obsdb; 5mufBhOA5JhyLcRr3bPYpA; 7aRGJ9ObeepYAoKb9f1szV; 5puG0e0w7rzoDnPMlNhoFz; 60OrXSXmz0grUK0KrD2O6i; 509dS4Q0EfUQuG7KvaSsiz
4LKL1GwBmAyj6ol915ujzr,Don Poldon,5650,polish alternative rap,31,7aRGJ9ObeepYAoKb9f1szV; 26R9MlehfBKN3lu0tpcNCE; 1mAoRpDy7J3s5jX96Bm5jF; 0NRJ3fz8s0ghIVciOUvnfm; 2lSeKGsCWN1QtTg6YYPknl; 2sPoeeI506cJZySd6q81RP; 7MrwoR2YBOQzkmstzIwLAg; 6yuCtDwY0KUdcDZ46Hwxrg; 5JOpa3JPt7eVvPRFJmamex; 5mufBhOA5JhyLcRr3bPYpA; 1OPnm7ONZMMd1qCgNjeCHR; 0eBUSxbx2HExWneLCuXZzv; 3PK5L91i2HgHCjxWLcoj89; 1cEKae6J83197V4jUz0GSJ; 0Qo6PIs38oznVHFxs9WU0N; 4DPKaCdOxbY9lMtsjdQA4I; 1tWY5EJcOod5ZhW3Lwg9D3; 4g6eck241kTmXssZ3buPd4; 0ePUUegXZuu4ntBQuiml65; 2D8oQzi2Q9HRIjo3bLyDC2
